eid,size,dataset_type,category,shape_type,data_unit,sentence
Id17,7,it,University,sibling,"Acharya_Institute_of_Technology affiliation Visvesvaraya_Technological_University Acharya_Institute_of_Technology campus ""In Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090."" Acharya_Institute_of_Technology city Bangalore Acharya_Institute_of_Technology country ""India"" Acharya_Institute_of_Technology director ""Dr. G. P. Prabhukumar"" Acharya_Institute_of_Technology numberOfPostgraduateStudents 700 Acharya_Institute_of_Technology state Karnataka","Il campus dell'Acharya Institute of Technology, nello stato del Karnataka, in India, si trova a ""Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore - 560090"". L'Istituto, che conta 700 studenti post-laurea, è affiliato alla Visvesvaraya Technological University e il direttore è il dottor G P Prabhukumar."
Id90,3,it,Airport,mixed,"Maple_Ridge_Township,_Alpena_County,_Michigan country United_States Alpena_County_Regional_Airport location Maple_Ridge_Township,_Alpena_County,_Michigan Alpena_County_Regional_Airport runwayLength 1533.0","L'aeroporto regionale di Alpena County ha una pista lunga 1.533 e si trova a Maple Ridge Township, nella contea di Alpena, Michigan, negli Stati Uniti."
Id74,2,it,Building,sibling,AC_Hotel_Bella_Sky_Copenhagen architect 3XN AC_Hotel_Bella_Sky_Copenhagen owner Bella_Center,"L'AC Hotel Bella Sky Copenhagen, il cui architetto era 3XN, è di proprietà di Bella Center."
Id110,1,it,SportsTeam,,AZAL_PFK season 2014–15_Azerbaijan_Premier_League,Nel 2014-15 l'AZAL PFK ha partecipato alla Premier League dell'Azerbaigian.
Id175,1,it,Building,,George_Winkler country United_States,George Winkler viene dagli Stati Uniti.
Id39,1,it,ComicsCharacter,,Ben_Urich creator Gene_Colan,Gene Colan ha creato Ben Urich.
Id110,3,it,SportsTeam,sibling,"AFC_Ajax_(amateurs) fullName ""Amsterdamsche Football Club Ajax Amateurs"" AFC_Ajax_(amateurs) numberOfMembers 5000 AFC_Ajax_(amateurs) season 2014–15_Topklasse","Il nome completo dell'AFC Ajax (dilettanti) è ""Amsterdamsche Football Club Ajax Amateurs"", ha 5000 membri e ha giocato nella stagione 2014-15 in Topklasse."
Id128,2,it,SportsTeam,sibling,AZAL_PFK numberOfMembers 3500 AZAL_PFK season 2014,Gli Azal Pfk sono nella stagione 2014 e hanno 3500 membri.
Id20,5,it,SportsTeam,mixed,Serie_D champions S.S._Robur_Siena A.S._Gubbio_1910 ground Italy Italy language Italian_language Italy leader Pietro_Grasso A.S._Gubbio_1910 league Serie_D,L'A.S. Gubbio 1910 (Italia) gioca in Serie D. La S.S. Robur Siena è campione di quella serie. Pietro Grasso guida l'Italia. L'italiano è la lingua parlata in Italia.
Id5,4,it,Building,mixed,"103_Colmore_Row architect John_Madin John_Madin birthPlace Birmingham 103_Colmore_Row completionDate 1976 103_Colmore_Row location ""Colmore Row, Birmingham, England""","Nato a Birmingham, John Madin ha progettato l'edificio 103 Colmore Row, completato nel 1976 a Colmore Row, Birmingham, Inghilterra."
Id172,1,it,Building,,Ethiopia currency Ethiopian_birr,La valuta dell'Etiopia è il birr etiope.
Id62,4,it,Airport,sibling,"Al_Asad_Airbase location ""Al Anbar Province, Iraq"" Al_Asad_Airbase operatingOrganisation United_States_Air_Force Al_Asad_Airbase runwayLength 3078.48 Al_Asad_Airbase runwayName ""09R/27L""","L'aeronautica militare degli Stati Uniti è l'organizzazione operativa della base aerea di Al Asad, situata nella provincia di Al Anbar, in Iraq. Il nome della pista è 09R/27L e la sua lunghezza è di 3078,48 metri."
Id133,4,it,SportsTeam,mixed,Gus_Poyet club Real_Zaragoza AEK_Athens_F.C. ground Olympic_Stadium_(Athens) Olympic_Stadium_(Athens) location Athens AEK_Athens_F.C. manager Gus_Poyet,Lo Stadio Olimpico (Atene) è la sede dell'AEK Atene F.C. il cui allenatore è Gus Poyet. Il suo club è il Real Zaragoza.
Id44,3,it,ComicsCharacter,sibling,"Blockbuster_(comicsCharacter) alternativeName ""Roland Desmond"" Blockbuster_(comicsCharacter) creator Gardner_Fox Blockbuster_(comicsCharacter) creator Tom_Lyle","Il personaggio dei fumetti, Blockbuster, il cui nome alternativo è Roland Desmond, è stato creato da Gardner Fox e Tom Lyle."
Id31,1,it,SportsTeam,,Premier_Development_League champions K-W_United_FC,Il K-W United FC si è laureato campione della Premier Development League.
Id12,4,it,Building,sibling,"Adisham_Hall architecturalStyle Tudor_Revival_architecture Adisham_Hall buildingStartDate ""1927"" Adisham_Hall completionDate 1931 Adisham_Hall location Sri_Lanka",La costruzione dell'Adisham Hall in Sri Lanka iniziò nel 1927 e terminò nel 1931. È stata costruita in stile architettonico Tudor Revival.
Id16,2,it,Monument,sibling,"14th_New_Jersey_Volunteer_Infantry_Monument owner National_Park_Service 14th_New_Jersey_Volunteer_Infantry_Monument state ""Maryland""",Il 14th New Jersey Volunteer Infantry Monument è di proprietà del National Park Service e si trova nello Stato del Maryland.
Id152,4,it,Building,mixed,Asilomar_Conference_Grounds architect Julia_Morgan Julia_Morgan birthPlace California Julia_Morgan significantBuilding Riverside_Art_Museum Julia_Morgan significantBuilding Asilomar_State_Beach,"L'architetto californiano Julia Morgan ha progettato edifici importanti, tra cui l'Asilomar State Beach, il Riverside Art Museum e l'Asilomar Conference Grounds."
Id1,6,it,Monument,sibling,"11th_Mississippi_Infantry_Monument category Contributing_property 11th_Mississippi_Infantry_Monument country ""United States"" 11th_Mississippi_Infantry_Monument established 2000 11th_Mississippi_Infantry_Monument location Adams_County,_Pennsylvania 11th_Mississippi_Infantry_Monument municipality Gettysburg,_Pennsylvania 11th_Mississippi_Infantry_Monument state ""Pennsylvania""","Il monumento all'11° Fanteria del Mississippi è stato eretto nel 2000 a Gettysburg, nella Contea di Adams, Pennsylvania, USA. Rientra nella categoria delle proprietà contribuenti."
Id83,3,it,Airport,sibling,"Allama_Iqbal_International_Airport location Pakistan Allama_Iqbal_International_Airport runwayLength 3310.0 Allama_Iqbal_International_Airport runwayName ""18L/36R""","L'aeroporto internazionale Allama Iqbal si trova in Pakistan e ha una lunghezza di pista di 3310,0. Il nome della pista è 18L/36R."
Id155,3,it,Airport,sibling,Athens_International_Airport cityServed Athens Athens_International_Airport location Spata Athens_International_Airport runwayLength 4000.0,"Situato a Spata e servendo la città di Atene, l'Aeroporto Internazionale di Atene ha una pista lunga 4000 metri."
Id257,2,it,Food,chain,Barny_Cakes creator Mondelez_International Mondelez_International foundationPlace Chicago,"Le torte Barny sono state create da Mondelez International, fondata a Chicago."
Id61,4,it,Airport,sibling,"Al_Asad_Airbase location ""Al Anbar Province, Iraq"" Al_Asad_Airbase operatingOrganisation United_States_Air_Force Al_Asad_Airbase runwayLength 3078.48 Al_Asad_Airbase runwayName ""08/26""","La United States Air Force è l'organizzazione operativa della base aerea di Al Asad, nella provincia di Al Anbar, in Iraq. Il nome della pista è 08/26 e ha una lunghezza di 3078,48 metri."
Id34,3,it,Food,mixed,Celery family Apiaceae Celery genus Apium Bakso ingredient Celery,"Un ingrediente del Bakso è il sedano, che appartiene al genere Apium della famiglia delle Apiaceae."
Id7,1,it,Astronaut,,"Alan_Bean status ""Retired""",Alan Bean è in pensione.
Id68,1,it,Food,,"Bacon_sandwich alternativeName ""Bacon butty, bacon sarnie, rasher sandwich, bacon sanger, piece 'n bacon, bacon cob, bacon barm, bacon muffin""","Il panino al bacon ha diversi nomi, tra cui: Bacon butty, bacon sarnie, rasher sandwich, bacon sanger, piece 'n bacon, bacon cob, bacon barm e bacon muffin."
Id63,1,it,Astronaut,,"William_Anders dateOfRetirement ""1969-09-01""",William Anders è andato in pensione il 1° settembre 1969.
Id111,1,it,Airport,,Amsterdam_Airport_Schiphol operatingOrganisation Schiphol_Group,Il Gruppo Schiphol gestisce l'aeroporto di Amsterdam Schiphol.
Id24,3,it,University,sibling,"Acharya_Institute_of_Technology academicStaffSize ""~500"" Acharya_Institute_of_Technology country ""India"" Acharya_Institute_of_Technology motto ""Nurturing Excellence""","L'Acharya Institute of Technology ha uno staff accademico di 500 persone. Si trova in India e il suo motto è ""coltivare l'eccellenza""."
Id167,1,it,SportsTeam,,Gus_Poyet club Real_Zaragoza,La squadra di Gus Poyet è il Real Zaragoza.
Id214,3,it,Food,sibling,Bhajji country India Bhajji ingredient Gram_flour Bhajji region Karnataka,"La farina di grano è un ingrediente del Bhajji, originario della regione indiana del Karnataka."
Id4,4,it,Building,sibling,"250_Delaware_Avenue architecturalStyle Postmodern_architecture 250_Delaware_Avenue buildingStartDate ""January, 2014"" 250_Delaware_Avenue floorArea 30843.8 (square metres) 250_Delaware_Avenue floorCount 12","Costruito nel gennaio 2014, Postmodern art 250 Delaware Avenue si sviluppa su 12 piani per una superficie totale di 30843,8 metri quadrati."
Id19,2,it,University,sibling,"Acharya_Institute_of_Technology country ""India"" Acharya_Institute_of_Technology numberOfUndergraduateStudents 10000",L'Acharya Institute of Technology of India ha 10000 studenti universitari.
Id12,3,it,Food,mixed,Ajoblanco ingredient Almond Almond order Rosales Almond order Rosids,"Le mandorle appartengono all'ordine dei Rosales, o Rosidi, e sono un ingrediente dell'ajoblanco."
Id68,2,it,Food,chain,Asam_pedas country Malaysia Malaysia ethnicGroup Malaysian_Chinese,La Malesia comprende i cinesi malesi ed è un locale per il piatto: Asam pedas.
Id99,2,it,Food,chain,Bacon_Explosion country United_States United_States language English_language,Gli Stati Uniti di lingua inglese vantano l'esplosione del bacon.
Id47,2,it,SportsTeam,chain,Jorge_Humberto_Rodríguez club C.D._Águila A.D._Isidro_Metapán manager Jorge_Humberto_Rodríguez,"L'allenatore dell'A.D. Isidro Metapán è Jorge Humberto Rodriguez, che è legato al club CD Aguila."
Id9,2,it,Building,sibling,103_Colmore_Row floorCount 23 103_Colmore_Row location Birmingham,"Il 103 Colmore Row, con 23 piani, si trova a Birmingham."
Id128,4,it,SportsTeam,mixed,A.S._Gubbio_1910 ground Italy Italy language Italian_language Italy leader Pietro_Grasso Italy leader Sergio_Mattarella,"Pietro Grasso e Sergio Mattarella sono leader dell'Italia, dove si parla la lingua italiana. Nel Paese si trova il campo di gioco dell'A.S. Gubbio 1910."
Id103,4,it,Building,mixed,"Akita_Museum_of_Art country Japan Japan ethnicGroup Japanese_people Akita,_Akita isPartOf Akita_Prefecture Akita_Museum_of_Art location Akita,_Akita","Il Museo d'arte di Akita si trova in Giappone, dove i giapponesi sono il gruppo etnico principale. Il museo si trova ad Akita, che fa parte della Prefettura di Akita."
Id91,1,it,Building,,"Akita_Museum_of_Art address ""1-4-2 Nakadori""","L'indirizzo del Museo d'Arte di Akita è ""1-4-2 Nakadori""."
Id39,3,it,Food,sibling,Arrabbiata_sauce country Italy Arrabbiata_sauce dishVariation Oregano Arrabbiata_sauce ingredient Garlic,"L'aglio è un ingrediente della salsa Arrabbiata (che si trova in Italia), alla quale può essere aggiunto anche l'origano."
Id24,1,it,Food,,Dessert dishVariation Cake,Una variante del dessert è la torta.
Id3,2,it,Monument,sibling,"11th_Mississippi_Infantry_Monument established 2000 11th_Mississippi_Infantry_Monument municipality Gettysburg,_Pennsylvania","Il monumento all'11° Fanteria del Mississippi, istituito nel 2000, si trova nel comune di Gettysburg, in Pennsylvania."
Id34,1,it,Monument,,Turkey currency Turkish_lira,La valuta turca è la lira turca.
Id116,2,it,Food,chain,Bacon_sandwich dishVariation BLT BLT ingredient Lettuce,È possibile utilizzare il bacon all'interno di un panino BLT che include anche la lattuga tra gli ingredienti.
Id156,1,it,Food,,Binignit ingredient Coconut_milk,Il latte di cocco è un ingrediente del Binignit.
Id252,2,it,Food,chain,Italy capital Rome Amatriciana_sauce country Italy,Roma è la capitale d'Italia dove il sugo all'amatriciana è un accompagnamento tradizionale.
Id112,3,it,SportsTeam,sibling,"AZAL_PFK fullName ""AZAL Peşəkar Futbol Klubu"" AZAL_PFK numberOfMembers 3500 AZAL_PFK season 2014","AZAL PFK sta per ""AZAL Peşəkar Futbol Klubu"". Hanno gareggiato nella stagione 2014 e hanno 3500 membri."
Id24,3,it,Monument,sibling,"Baku_Turkish_Martyrs'_Memorial dedicatedTo ""Ottoman Army soldiers killed in the Battle of Baku"" Baku_Turkish_Martyrs'_Memorial designer ""Hüseyin Bütüner and Hilmi Güner"" Baku_Turkish_Martyrs'_Memorial material ""Red granite and white marble""",Huseyin Butuner e Hilmi Guner hanno progettato il monumento ai Martiri turchi di Baku in granito rosso e marmo bianco. È dedicato ai soldati dell'esercito ottomano morti nella battaglia di Baku.
Id115,3,it,Airport,mixed,"Ícolo_e_Bengo country Angola Angola_International_Airport location Ícolo_e_Bengo Angola_International_Airport runwayName ""05L/23R""","05L/23R è il nome della pista dell'aeroporto internazionale di Angola a Icolo e Bengo, Angola."
Id64,4,it,SportsTeam,mixed,Dave_Challinor club Tranmere_Rovers_F.C. Dave_Challinor club Stockport_County_F.C. Dave_Challinor club Colwyn_Bay_F.C. A.F.C._Fylde manager Dave_Challinor,"L'allenatore dell'AFC Fylde è Dave Challinor, che lavora al Colwyn Bay FC e gioca sia per il Tranmere Rovers che per lo Stockport County FC."
Id169,2,it,SportsTeam,chain,Serie_A champions Juventus_F.C. A.C._Chievo_Verona league Serie_A,La Juventus F.C. è un ex campione di Serie A e anche il Chievo Verona è nella stessa competizione.
Id34,2,it,Building,chain,United_Kingdom currency Pound_sterling 20_Fenchurch_Street location United_Kingdom,"20 Fenchurch Street si trova nel Regno Unito, la cui valuta è la sterlina inglese."
Id2,5,it,Building,mixed,103_Colmore_Row architect John_Madin John_Madin birthPlace Birmingham 103_Colmore_Row completionDate 1976 103_Colmore_Row floorCount 23 103_Colmore_Row location Colmore_Row,"John Madin, nato a Birmingham, è stato l'architetto dell'edificio situato al numero 103 di Colmore Row. L'edificio è stato completato nel 1976."
Id198,2,it,Food,sibling,"Beef_kway_teow country ""Singapore and Indonesia"" Beef_kway_teow ingredient Oyster_sauce","Il Beef kway teow, diffuso a Singapore e in Indonesia, include la salsa di ostriche."
Id17,2,it,Building,chain,Sri_Lanka capital Sri_Jayawardenepura_Kotte Ampara_Hospital country Sri_Lanka,"Sri Jayawardenepura Kotte è la capitale dello Sri Lanka, dove si trova l'ospedale di Ampara."
Id25,3,it,Building,sibling,"200_Public_Square completionDate 1985 200_Public_Square floorCount 45 200_Public_Square location ""United States""","200 Public Square, completato nel 1985, ha 45 piani e si trova negli Stati Uniti."
Id4,6,it,Monument,mixed,"14th_New_Jersey_Volunteer_Infantry_Monument category Historic_districts_in_the_United_States 14th_New_Jersey_Volunteer_Infantry_Monument country ""United States"" 14th_New_Jersey_Volunteer_Infantry_Monument district Monocacy_National_Battlefield 14th_New_Jersey_Volunteer_Infantry_Monument established ""1907-07-11"" Monocacy_National_Battlefield location Frederick_County,_Maryland 14th_New_Jersey_Volunteer_Infantry_Monument owningOrganisation National_Park_Service","Il 14th New Jersey Volunteer Infantry Monument è stato istituito l'11 luglio 1907 nel distretto del Monocacy National Battlefield, nella contea di Frederick, Maryland, Stati Uniti. Appartiene alla categoria dei distretti storici statunitensi ed è di proprietà del National Park service."
Id189,1,it,Airport,,"Atlantic_City,_New_Jersey isPartOf New_Jersey","Atlantic City, New Jersey, fa parte del New Jersey."
Id10,1,it,Food,,"Ayam_penyet servingTemperature ""Hot""",L'ayam penyet è un piatto che va servito caldo.
Id13,2,it,Astronaut,chain,Alan_Shepard deathPlace California California senators Dianne_Feinstein,"Alan Shepard è morto in California, dove Dianne Feinstein era la senatrice che rappresentava lo Stato."
Id167,1,it,Building,,Dublin isPartOf Republic_of_Ireland,Dublino fa parte della Repubblica d'Irlanda.
Id104,2,it,Building,sibling,Akita_Museum_of_Art country Japan Akita_Museum_of_Art location Akita_Prefecture,"Il Museo d'Arte di Akita, situato nella Prefettura di Akita, si trova in Giappone."
Id146,2,it,Food,sibling,Bakso country Chinese_cuisine Bakso ingredient Noodle,Il bakso è prodotto in Cina e contiene noodles.
Id13,1,it,Astronaut,,Alan_Shepard birthPlace New_Hampshire,Il luogo di nascita di Alan Shepard è il New Hampshire.
Id5,2,it,SportsTeam,sibling,1._FC_Köln numberOfMembers 50000 1._FC_Köln season 2014,"Il 2014 ha visto la partecipazione del 1. FC Colonia, con 50000 membri, partecipare."
Id220,2,it,Food,sibling,Binignit country Philippines Binignit ingredient Sweet_potato,Il Binignit proviene dalle Filippine e uno degli ingredienti è la patata dolce.
Id192,1,it,Airport,,"Atlantic_City_International_Airport cityServed Atlantic_City,_New_Jersey","L'aeroporto internazionale di Atlantic City serve Atlantic City, nel New Jersey."
Id41,3,it,ComicsCharacter,mixed,Big_Hero_6_(film) distributor Walt_Disney_Studios_Motion_Pictures Baymax series Big_Hero_6_(film) Big_Hero_6_(film) starring Maya_Rudolph,"Baymax è un personaggio del film Big Hero 6, distribuito da Walt Disney Studios Motion Pictures e interpretato da Maya Rudolph."
Id152,1,it,Airport,,"Appleton,_Wisconsin isPartOf Little_Chute,_Wisconsin","Appleton, Wisconsin, fa parte di Little Chute, Wisconsin."
Id106,4,it,Building,sibling,"Akita_Museum_of_Art architect Tadao_Ando Akita_Museum_of_Art country Japan Akita_Museum_of_Art location Akita,_Akita Akita_Museum_of_Art location Akita_Prefecture","L'architetto dell'Akita Museum of Art di Akita, Prefettura di Akita, Giappone, è Tadao Ando."
Id37,1,it,Food,,Arròs_negre country Spain,L'Arròs negre è un piatto tradizionale della Spagna.
Id46,3,it,University,mixed,Romania capital Bucharest 1_Decembrie_1918_University country Romania Romania leaderTitle Prime_Minister_of_Romania,1 dicembre 1918 L'Università si trova in Romania. La Romania ha come leader un Primo Ministro e la sua capitale è Bucarest.
Id209,2,it,Food,sibling,Bhajji ingredient Gram_flour Bhajji region Karnataka,I bhajji provengono dalla regione del Karnataka e contengono farina di grano.
Id146,2,it,Food,sibling,Bakso country Chinese_cuisine Bakso ingredient Noodle,Il piatto cinese Bakso contiene noodles.
Id118,1,it,Food,,Bandeja_paisa region Antioquia_Department,La bandeja paisa si trova nel dipartimento di Antioquia.
Id213,1,it,Food,,Malaysia capital Putrajaya,La capitale della Malesia è Putrajaya.
Id125,3,it,Airport,sibling,Antwerp_International_Airport operatingOrganisation Flemish_Government Antwerp_International_Airport owner Flemish_Region Antwerp_International_Airport runwayLength 600.0,"L'aeroporto internazionale di Anversa è gestito dal governo fiammingo e di proprietà della regione fiamminga. Ha una pista lunga 600,0 metri."
Id67,1,it,Building,,Adare_Manor location Adare,Adare Manor si trova ad Adare.
Id258,2,it,Food,chain,Pakora dishVariation Cauliflower Bhajji related Pakora,Il piatto bhajji è legato alla pakora e in esso si può utilizzare il cavolfiore.
Id4,5,it,University,sibling,"AWH_Engineering_College academicStaffSize 250 AWH_Engineering_College city ""Kuttikkattoor"" AWH_Engineering_College country India AWH_Engineering_College established 2001 AWH_Engineering_College state Kerala","L'AWH Engineering College si trova nella città di Kuttikkattoor, nello stato del Kerala, in India. È stato fondato nel 2001 e ha uno staff accademico di 250 persone."
Id29,4,it,Monument,sibling,"Baku_Turkish_Martyrs'_Memorial dedicatedTo ""Ottoman Army soldiers killed in the Battle of Baku"" Baku_Turkish_Martyrs'_Memorial location Azerbaijan Baku_Turkish_Martyrs'_Memorial material ""Red granite and white marble"" Baku_Turkish_Martyrs'_Memorial nativeName ""Türk Şehitleri Anıtı""","Il Memoriale dei Martiri Turchi di Baku in Azerbaigian, realizzato in granito rosso e marmo bianco, è dedicato ai soldati dell'esercito ottomano uccisi nella Battaglia di Baku ed è conosciuto dai locali come Turk Sehitleri Aniti."
Id10,2,it,Building,sibling,"108_St_Georges_Terrace cost ""120 million (Australian dollars)"" 108_St_Georges_Terrace floorCount 50",Il 108 St Georges Terrace è costato 120 milioni di dollari australiani e ha 50 piani.
Id37,4,it,Monument,mixed,"14th_New_Jersey_Volunteer_Infantry_Monument country ""United States"" 14th_New_Jersey_Volunteer_Infantry_Monument district Monocacy_National_Battlefield Monocacy_National_Battlefield location Frederick_County,_Maryland Monocacy_National_Battlefield nearestCity Frederick,_Maryland","Il 14th New Jersey Volunteer Infantry Monument si trova nel distretto del Monocacy National Battlefield, nella contea di Frederick, Maryland, Stati Uniti, che ha Frederick come città più vicina."
Id213,1,it,Airport,,Denmark language Greenlandic_language,Una delle lingue della Danimarca è il groenlandese.
Id63,1,it,Airport,,"Al_Asad_Airbase location ""Al Anbar Province, Iraq""","La base aerea di Al Asad si trova nella provincia di Al Anbar, in Iraq."
Id157,2,it,Food,sibling,Bandeja_paisa country Colombian_cuisine Bandeja_paisa ingredient Avocado,L'avocado è uno degli ingredienti del piatto colombiano Bandeja paisa.
Id112,4,it,Airport,mixed,"Texas capital Austin,_Texas Texas country United_States Texas language Spanish_language Andrews_County_Airport location Texas",La capitale del Texas negli Stati Uniti è Austin. La lingua parlata in Texas è lo spagnolo e qui si trova l'aeroporto della contea di Andrews.
Id3,2,it,Monument,sibling,"11th_Mississippi_Infantry_Monument established 2000 11th_Mississippi_Infantry_Monument municipality Gettysburg,_Pennsylvania","Il monumento all'11° Fanteria del Mississippi si trova nel comune di Gettysburg, in Pennsylvania, ed è stato eretto nel 2000."
Id4,3,it,University,sibling,"1_Decembrie_1918_University city Alba_Iulia 1_Decembrie_1918_University country Romania 1_Decembrie_1918_University rector ""Breaz Valer Daniel""","Il rettore dell'Università 1 Decembrie 1918 di Alba Iulia, in Romania, è Breaz Valer Daniel."
Id53,3,it,Building,mixed,"Chicago country United_States Chicago isPartOf Cook_County,_Illinois 300_North_LaSalle location Chicago","Il 300 North LaSalle si trova a Chicago, nella contea di Cook, Illinois, Stati Uniti."
Id13,3,it,Astronaut,sibling,"Alan_Shepard almaMater ""NWC, M.A. 1957"" Alan_Shepard birthPlace New_Hampshire Alan_Shepard deathPlace California","Alan Shepard, morto in California, era nato nel New Hampshire e si era laureato al NWC con un master nel 1957."
Id296,1,it,Airport,,Uttar_Pradesh isPartOf Bundelkhand,L'Uttar Pradesh fa parte del Bundelkhand.
Id40,5,it,Food,mixed,Malaysia capital Kuala_Lumpur Asam_pedas country Malaysia Malaysia ethnicGroup Malaysian_Malay Malaysia ethnicGroup Malaysian_Indian Asam_pedas region Malay_Peninsula,La capitale della Malesia è Kuala Lumpur e tra i gruppi etnici del Paese si trovano i malesi e gli indiani della Malesia. L'Asam Pedas è un piatto tipico della regione e si trova in tutta la penisola malese.
Id102,3,it,Building,sibling,Adisham_Hall architecturalStyle Tudor_Revival_architecture Adisham_Hall completionDate 1931 Adisham_Hall location Haputale,"L'Adisham Hall, situata ad Haputale, è stata terminata nel 1931 ed è in stile architettonico Tudor Revival."
Id34,4,it,SportsTeam,sibling,"A.D._Isidro_Metapán fullName ""Asociación Deportiva"" A.D._Isidro_Metapán ground ""Metapán, El Salvador"" A.D._Isidro_Metapán manager Jorge_Humberto_Rodríguez A.D._Isidro_Metapán numberOfMembers 10000","Il nome completo dell'A.D. Isidro Metapán è ""Asociación Deportiva"". È gestita da Jorge Humberto Rodríguez, ha sede a Metapán, El Salvador, e conta 10000 membri."
Id38,5,it,SportsTeam,mixed,Italy capital Rome Italy demonym Italians A.S._Gubbio_1910 ground Italy Italy leader Pietro_Grasso Italy leader Sergio_Mattarella,"Pietro Grasso e Sergio Mattarella sono leader in Italia. Il terreno dell'A.S. Gubbio 1910 si trova in Italia, dove Roma è la capitale. Il popolo italiano vive in campagna."
Id93,1,it,Building,,Akita_Museum_of_Art floorArea 3746.66 (square metres),"Il Museo d'Arte di Akita ha una superficie di 3746,66 metri quadrati."
Id4,2,it,Astronaut,sibling,"Alan_Bean birthPlace Wheeler,_Texas Alan_Bean occupation Test_pilot","Alan Bean (nato a Wheeler, Texas) ha prestato servizio come pilota collaudatore."
Id1,1,it,ComicsCharacter,,"Airman_(comicsCharacter) alternativeName ""Drake Stevens""","Il nome alternativo di Airman (personaggio dei fumetti) è ""Drake Stevens""."
Id61,1,it,Astronaut,,"William_Anders birthDate ""1933-10-17""",William Anders è nato il 17 ottobre 1933.
Id1,4,it,ComicsCharacter,mixed,"Arion_(comicsCharacter) alternativeName ""Ahri'ahn"" Jan_Duursema award Eisner_Award Arion_(comicsCharacter) creator Jan_Duursema Arion_(comicsCharacter) creator Paul_Kupperberg","Paul Kupperberg e Jan Duursema, vincitore del premio Eisner, sono i creatori del personaggio a fumetti Arion, noto anche come Ahri'ahn."
Id187,2,it,Food,chain,Batchoy country Philippines Philippines ethnicGroup Moro_people,"Il popolo Moro proviene dalle Filippine, dove viene servito il Batchoy."
Id18,4,it,Airport,mixed,"Appleton_International_Airport cityServed Appleton,_Wisconsin Greenville,_Wisconsin isPartOf Ellington,_Wisconsin Appleton,_Wisconsin isPartOf Little_Chute,_Wisconsin Appleton_International_Airport location Greenville,_Wisconsin","Appleton (parte della quale è nota come Little Chute) è servita dall'aeroporto internazionale di Appleton, situato a Greenville (parte della quale è nota come Ellington), Wisconsin."
Id129,2,it,Building,sibling,"Asher_and_Mary_Isabelle_Richardson_House location Asherton,_Texas Asher_and_Mary_Isabelle_Richardson_House yearOfConstruction 1911","La casa di Asher e Mary Isabelle Richardson è stata costruita nel 1911 e si trova ad Asherton, in Texas."
Id5,3,it,Monument,sibling,"11th_Mississippi_Infantry_Monument category Contributing_property 11th_Mississippi_Infantry_Monument established 2000 11th_Mississippi_Infantry_Monument location Adams_County,_Pennsylvania","Il Monumento all'11° Fanteria del Mississippi (completato nel 2000) si trova nella Contea di Adams, in Pennsylvania, e rientra nella categoria delle proprietà che contribuiscono."
Id1,1,it,SportsTeam,,1._FC_Köln numberOfMembers 50000,1. FC Köln ha 50000 membri.
Id52,3,it,SportsTeam,mixed,Greece capital Athens Greece leader Alexis_Tsipras A.E_Dimitra_Efxeinoupolis location Greece,Atene è la capitale della Grecia (guidata da Alexis Tsipras). La Grecia è la sede di A.E. Dimitra Efxeinoupolis.
Id5,4,it,Monument,sibling,"11th_Mississippi_Infantry_Monument category Contributing_property 11th_Mississippi_Infantry_Monument established 2000 11th_Mississippi_Infantry_Monument location Adams_County,_Pennsylvania 11th_Mississippi_Infantry_Monument municipality Gettysburg,_Pennsylvania","Il comune di Gettysburg, nella contea di Adams, in Pennsylvania, ospita il monumento dell'11° Fanteria del Mississippi, eretto nel 2000 e classificato come proprietà contribuente."
Id17,2,it,University,sibling,"Acharya_Institute_of_Technology affiliation Visvesvaraya_Technological_University Acharya_Institute_of_Technology country ""India""",L'Acharya Institute of Technology in India è affiliato alla Visvesvaraya Technological University.
Id141,2,it,Food,sibling,"Bakewell_pudding served ""Warm  or cold"" Bakewell_pudding servingTemperature ""Warm (freshly baked) or cold""",Il Bakewell pudding può essere servito sia fresco e caldo che freddo.
Id36,3,it,University,chain,Romania capital Bucharest 1_Decembrie_1918_University city Alba_Iulia Alba_Iulia country Romania,"L'Università 1 Decembrie 1918 si trova nella città di Alba Iulia, in Romania (capitale Bucarest)."
Id18,2,it,Food,sibling,Amatriciana_sauce country Italy Amatriciana_sauce ingredient Pecorino_Romano,L'amatriciana è una salsa tradizionale italiana a base di pecorino romano.
Id28,3,it,SportsTeam,mixed,Rolando_Maran club F.C._Bari_1908 Rolando_Maran club Carrarese_Calcio A.C._Chievo_Verona manager Rolando_Maran,Rolando Maran ha diretto l'A.C Chievo Verona e gioca sia per l'F.C. Bari 1908 che per la Carrarese Calcio.
Id229,1,it,SportsTeam,,Rolando_Maran club Varese_Calcio_S.S.D.,Rolando Maran gioca per il Varese Calcio S.S.D.
Id209,1,it,Food,,Lemon family Rutaceae,Il limone appartiene alla famiglia delle rutacee.
Id100,3,it,Building,sibling,"Adisham_Hall architecturalStyle ""Tudor and Jacabian"" Adisham_Hall buildingStartDate ""1927"" Adisham_Hall location Haputale","Nel 1927 iniziò la costruzione della Adisham Hall di Haputale, in stile architettonico Tudor e giacobiano."
