eid,size,dataset_type,category,shape_type,data_unit,sentence
Id17,2,en,Astronaut,sibling,Alan_Shepard birthPlace New_Hampshire Alan_Shepard title Chief_of_the_Astronaut_Office,"Alan Shepard, who was born in New Hampshire, held the position of the Chief of the Astronaut Office."
Id92,4,en,Building,sibling,"Adisham_Hall architecturalStyle ""Tudor and Jacabian"" Adisham_Hall buildingStartDate ""1927"" Adisham_Hall completionDate 1931 Adisham_Hall location Haputale",Adisham Hall was constructed between 1927 and 1931 in Haputale in the Tudor and Jacabian style.
Id127,2,en,Airport,sibling,Angola_International_Airport cityServed Luanda Angola_International_Airport runwayLength 4000.0,Angola International Airport serves Luanda and its runway is 4000 long.
Id54,5,en,University,sibling,School of Business and Social Sciences at the Aarhus University academicStaffSize 737 School of Business and Social Sciences at the Aarhus University affiliation European_University_Association School of Business and Social Sciences at the Aarhus University city Aarhus School of Business and Social Sciences at the Aarhus University country Denmark School of Business and Social Sciences at the Aarhus University established 1928,"The School of Business and Social Sciences at the Aarhus University was established in Aarhus, Denmark in 1928. The School is affiliated with the European University Association and has 737 academic staff."
Id11,1,en,SportsTeam,,A.C._Cesena league Serie_B,AC Cesena are in the Serie B league.
Id8,1,en,SportsTeam,,A.C._Cesena ground Cesena,A.C. Cesena ground is in Cesena.
Id70,1,en,Building,,Addis_Ababa country Ethiopia,Addis Ababa is located in Ethiopia.
Id88,2,en,Food,sibling,Ayam_penyet ingredient Fried_chicken Ayam_penyet region Malaysia,Fried chicken is an ingredient in the popular Malaysian dish of Ayam penyet.
Id28,6,en,University,sibling,"Acharya_Institute_of_Technology affiliation Visvesvaraya_Technological_University Acharya_Institute_of_Technology city Bangalore Acharya_Institute_of_Technology country ""India"" Acharya_Institute_of_Technology established 2000 Acharya_Institute_of_Technology numberOfPostgraduateStudents 700 Acharya_Institute_of_Technology state Karnataka","The Acharya Institute of Technology was founded in 2000 and is located in Bangalore, Karnataka state of the country India. It has 700 postgraduate students and has connections with the Visvesvaraya Technological University."
Id28,2,en,SportsTeam,chain,Rolando_Maran club F.C._Bari_1908 A.C._Chievo_Verona manager Rolando_Maran,Associazione Calcio Chievo Verona is managed by Rolando Maran who worked at FC Bari 1908.
Id140,4,en,SportsTeam,mixed,Peter_Stöger club SK_Vorwärts_Steyr Peter_Stöger club SK_Rapid_Wien Peter_Stöger club SC_Wiener_Neustadt 1._FC_Köln manager Peter_Stöger,Peter Stoger played for both SC Wiener Neustadt and SK Vorwarts Steyr. He is now manager of 1 FC Koln and plays for SK Rapid Wien club.
Id5,1,en,Athlete,,AZ_Alkmaar ground AFAS_Stadion,AFAS Stadion is the ground of AZ Alkmaar.
Id27,4,en,ComicsCharacter,mixed,"Bibbo_Bibbowski creator Jerry_Ordway Bibbo_Bibbowski creator Marv_Wolfman Bibbo_Bibbowski fullName ""Bo Bibbowski"" Jerry_Ordway nationality Americans","Marv Wolfman and the American, Jerry Ordway created Bo (full name Bibbo) Bibbowski."
Id157,2,en,Food,sibling,Bandeja_paisa country Colombian_cuisine Bandeja_paisa ingredient Avocado,"Colombian Bandeja paisa includes the ingredient, avocado."
Id147,4,en,Building,mixed,Asilomar_Conference_Grounds architect Julia_Morgan Julia_Morgan birthPlace San_Francisco Julia_Morgan significantBuilding Los_Angeles_Herald-Examiner Julia_Morgan significantBuilding Riverside_Art_Museum,"Julia Morgan was born in San Francisco and she has designed many significant buildings including the Los Angeles Herald Examiner Building, the Asilomar Conference Grounds and the Riverside Art Museum."
Id113,2,en,SportsTeam,sibling,"AFC_Ajax fullName ""Amsterdamsche Football Club Ajax"" AFC_Ajax numberOfMembers 53502","AFC Ajax, full name, ""Amsterdamsche Football Club Ajax"" has 53502 members."
Id84,2,en,Building,sibling,Adare_Manor architect Philip_Charles_Hardwick Adare_Manor completionDate 1862,Philip Charles Hardwick was the architect of Adare Manor which was completed in 1862.
Id34,4,en,Astronaut,sibling,"Buzz_Aldrin birthPlace Glen_Ridge,_New_Jersey Buzz_Aldrin nationality United_States Buzz_Aldrin occupation Fighter_pilot Buzz_Aldrin status ""Retired""","Buzz Aldrin is a National of the United States. He was born in Glen Ridge, New Jersey. He was a fighter pilot and has now retired."
Id47,2,en,SportsTeam,chain,Jorge_Humberto_Rodríguez club C.D._Águila A.D._Isidro_Metapán manager Jorge_Humberto_Rodríguez,A.D. Isidro Metapan's manager is Jorge Humberto Rodriguez who is a member of C.D. Aguila.
Id9,2,en,SportsTeam,chain,Jens_Härtel club FC_Sachsen_Leipzig 1._FC_Magdeburg manager Jens_Härtel,Jens Härtel has managed the 1 FC Magdeburg. He has represented the club FC Sachsen Leipzig.
Id24,3,en,University,sibling,"Acharya_Institute_of_Technology academicStaffSize ""~500"" Acharya_Institute_of_Technology country ""India"" Acharya_Institute_of_Technology motto ""Nurturing Excellence""","The Acharya Institute of Technology in India has a staff of about 500, the university's motto is ""Nurturing Excellence""."
Id62,5,en,University,mixed,"Acharya_Institute_of_Technology affiliation Visvesvaraya_Technological_University Acharya_Institute_of_Technology campus ""In Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090."" Visvesvaraya_Technological_University city Belgaum Acharya_Institute_of_Technology country ""India"" Acharya_Institute_of_Technology established 2000","The Acharya Institute of Technology established in India in 2000 is located in Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090. It is affiliated with the Visvesvaraya Technological University in Belgaum."
Id181,3,en,Building,mixed,New_York_City isPartOf New_York New_York_City isPartOf Manhattan Asser_Levy_Public_Baths location New_York_City,"Asser Levy Public baths are in Manhattan, New York City, New York."
Id66,1,en,Building,,Adare_Manor completionDate 1862,The construction of Adare Manor was completed in 1862.
Id67,4,en,SportsTeam,sibling,"A.F.C._Fylde fullName ""Association Football Club Fylde"" A.F.C._Fylde ground Lancashire A.F.C._Fylde numberOfMembers 3180 A.F.C._Fylde season 2014",A.F.C. Fylde (full name Association Football Club Fylde) is located in the county of Lancashire. The club competed in the 2014 season and has 3180 members.
Id160,4,en,Food,mixed,Antioquia_Department country Colombia Lemon family Rutaceae Bandeja_paisa ingredient Lemon Bandeja_paisa region Antioquia_Department,Bandeja paisa comes from the Antioquia Department in Colombia. One of the ingredient is lemon which is a member of the Rutaceae family.
Id206,1,en,Building,,New_York_City country United_States,New York City is in the United States.
Id139,4,en,SportsTeam,mixed,Peter_Stöger club SK_Vorwärts_Steyr Peter_Stöger club FC_Admira_Wacker_Mödling Peter_Stöger club SC_Wiener_Neustadt 1._FC_Köln manager Peter_Stöger,Peter Stoger is in the SK Vorwarts Steyr club and is affiliated with the SC Wiener Neustadt club. He is currently a player in FC Admira Wacker Modling while being a manager at 1.FC Koln.
Id193,3,en,Food,mixed,Batagor dishVariation Siomay Siomay dishVariation Shumai Siomay ingredient Peanut_sauce,"Batagor, Shumai and Siomay (which includes peanut sauce) are variations of the same dish."
Id151,3,en,Building,mixed,"Asherton,_Texas country United_States Asherton,_Texas isPartOf Dimmit_County,_Texas Asher_and_Mary_Isabelle_Richardson_House location Asherton,_Texas","Asher and Mary Isabelle Richardson House is located in Asherton, Dimmit County, Texas. United States."
Id43,5,en,Food,mixed,Bandeja_paisa country Colombian_cuisine Avocado family Lauraceae Bandeja_paisa ingredient Avocado Avocado order Laurales Bandeja_paisa region Paisa_Region,"The avocado plant belongs to the Lauraceae family and is of the order Laurales. It is an ingredient in the Colombian dish Bandeja paisa, which originates in the Paisa region."
Id3,3,en,SportsTeam,mixed,Peter_Stöger club Austria_national_football_team Peter_Stöger club FK_Austria_Wien 1._FC_Köln manager Peter_Stöger,"Peter Stoger is currently at FK Austria Wien and manages FC Koln, he also plays international football for Austria."
Id110,1,en,Food,,Bandeja_paisa ingredient Fried_egg,Fried egg is an ingredient of Bandeja paisa.
Id77,2,en,Building,chain,Adare isPartOf Munster Adare_Manor location Adare,"Adare Manor is located in Adare, Munster."
Id136,2,en,SportsTeam,sibling,AZ_Alkmaar numberOfMembers 17023 AZ_Alkmaar season 2014–15_Eredivisie,"AZ Alkmaar, which has 17023 members, played in the Eredivisie in 2014-15."
Id120,2,en,SportsTeam,sibling,AFC_Ajax_(amateurs) league Hoofdklasse AFC_Ajax_(amateurs) numberOfMembers 5000,"AFC Ajax, whose amateurs play in the Hoofdklasse league, has 5000 members."
Id176,4,en,Airport,mixed,"Egg_Harbor_Township,_New_Jersey country United_States Egg_Harbor_Township,_New_Jersey isPartOf New_Jersey Egg_Harbor_Township,_New_Jersey isPartOf Atlantic_County,_New_Jersey Atlantic_City_International_Airport location Egg_Harbor_Township,_New_Jersey","Atlantic City International Airport is located in Egg Harbor Township, New Jersey in the United States and part of Atlantic County, New Jersey."
Id147,1,en,Airport,,Antwerp_International_Airport owner Flemish_Region,Antwerp International Airport is owned by the Flemish Region.
Id40,4,en,Monument,mixed,"Turkey capital Ankara Atatürk_Monument_(İzmir) inaugurationDate ""1932-07-27"" Atatürk_Monument_(İzmir) location Turkey Atatürk_Monument_(İzmir) material ""Bronze""","The Ataturk monument (Izmir) is made out of bronze. It was inaugurated on 27 July 1932 and located in Turkey, where the capital is Ankara."
Id10,2,en,SportsTeam,chain,Jens_Härtel club SV_Babelsberg_03 1._FC_Magdeburg manager Jens_Härtel,The manager of FC Magdeburg is Jens Härtel who is part of the SV Babelsberg 03 club.
Id58,2,en,ComicsCharacter,sibling,Blockbuster_(comicsCharacter) creator Tom_Lyle Blockbuster_(comicsCharacter) creator Carmine_Infantino,The creators of the comics character Blockbuster are Carmine Infantino and Tom Lyle.
Id5,2,en,University,sibling,"AWH_Engineering_College academicStaffSize 250 AWH_Engineering_College city ""Kuttikkattoor""",AWH Engineering College in Kuttikkattoor has an academic staff size of 250 people.
Id82,3,en,Building,sibling,AC_Hotel_Bella_Sky_Copenhagen architect 3XN AC_Hotel_Bella_Sky_Copenhagen location Copenhagen AC_Hotel_Bella_Sky_Copenhagen tenant Marriott_International,Marriott International is the tenant of AC Hotel Bella Sky in Copenhagen and the architect was 3XN.
Id25,2,en,Building,chain,"Cleveland isPartOf Cuyahoga_County,_Ohio 200_Public_Square location Cleveland","200 Public square is in Cleveland, which is part of Cuyahoga County, Ohio."
Id185,1,en,Food,,France language French_language,The French language is spoken in France.
Id2,1,en,ComicsCharacter,,Airman_(comicsCharacter) creator George_Kapitan,George Kapitan created the comic character Airman.
Id176,1,en,Food,,Celery family Apiaceae,Celery is in the family of Apiaceae.
Id48,7,en,University,sibling,"School of Business and Social Sciences at the Aarhus University academicStaffSize 737 School of Business and Social Sciences at the Aarhus University affiliation European_University_Association School of Business and Social Sciences at the Aarhus University city Aarhus School of Business and Social Sciences at the Aarhus University country Denmark School of Business and Social Sciences at the Aarhus University dean ""Thomas Pallesen"" School of Business and Social Sciences at the Aarhus University established 1928 School of Business and Social Sciences at the Aarhus University latinName ""Universitas Aarhusiensis""","The School of Business and Social Sciences at the Aarhus University, in Aarhus, Denmark, is affiliated with the European University Association. The school was created in 1928 and uses Universitas Aarhusiensis as its Latin name. Its dean is Thomas Pallesen and it has 737 employees."
Id182,1,en,Airport,,"Ashgabat_International_Airport runwayName ""12R/30L""",Ashgabat International Airport has the runway name 12R/30L.
Id211,1,en,Airport,,Denmark language Faroese_language,Denmark's language is Faroese.
Id249,1,en,SportsTeam,,Stuart_Parker_(footballer) club Sparta_Rotterdam,Stuart Parker plays at the Sparta Rotterdam club.
Id17,2,en,Building,chain,Sri_Lanka capital Sri_Jayawardenepura_Kotte Ampara_Hospital country Sri_Lanka,Ampara Hospital is located in Sri Lanka whose capital is Sri Jayawardenepura Kotte.
Id49,3,en,SportsTeam,mixed,Jorge_Humberto_Rodríguez club FC_Dallas Jorge_Humberto_Rodríguez club El_Salvador_national_football_team A.D._Isidro_Metapán manager Jorge_Humberto_Rodríguez,"Jorge Humberto Rodríguez manages the A.D. Isidro Metapan, he plays for the El Salvador national football team and FC Dallas."
Id181,2,en,Airport,chain,Indian_Air_Force aircraftHelicopter HAL_Light_Combat_Helicopter Agra_Airport operatingOrganisation Indian_Air_Force,The operating organization for Agra Airport is the Indian Air Force who use the HAL Light Combat Helicopter.
Id1,2,en,SportsTeam,chain,Peter_Stöger club Austria_national_football_team 1._FC_Köln manager Peter_Stöger,Peter Stöger is manager of 1. FC Köln and plays for the Austria National Football team.
Id37,4,en,Food,mixed,Tomato division Flowering_plant Tomato family Solanaceae Arrabbiata_sauce ingredient Tomato Tomato order Solanales,"Arrabbiata sauce includes tomatoes, part of the flowering plant division, and belonging to the order of Solanales, in the family of Solanaceae."
Id168,1,en,Airport,,Ardmore_Airport_(New_Zealand) runwayLength 597.0,The runway length of Ardmore Airport (New Zealand) is 597.0.
Id68,2,en,SportsTeam,chain,Stuart_Parker_(footballer) club Stockport_County_F.C. A.F.C._Blackpool manager Stuart_Parker_(footballer),"AFC Blackpool have had as their manager, Stuart Parker, whose football club was Stockport County F.C."
Id87,4,en,Building,mixed,Addis_Ababa_City_Hall country Ethiopia Addis_Ababa isPartOf Addis_Ababa_Stadium Ethiopia language Amharic Addis_Ababa_City_Hall location Addis_Ababa,"Addis Ababa Stadium and Addis Ababa City Hall, named for their city location, are located in Amharic-speaking Ethiopia."
Id4,5,en,University,sibling,"AWH_Engineering_College academicStaffSize 250 AWH_Engineering_College city ""Kuttikkattoor"" AWH_Engineering_College country India AWH_Engineering_College established 2001 AWH_Engineering_College state Kerala","The AWH Engineering College in Kuttikkattoor, Kerala India was established in 2001 and has a staff compliment of 250."
Id32,2,en,Airport,sibling,Adolfo_Suárez_Madrid–Barajas_Airport location Madrid Adolfo_Suárez_Madrid–Barajas_Airport runwayLength 3500.0,The Adolfo Suarez Madrid-Barajas airport is located in Madrid and has a runway length of 3500.
Id71,2,en,Building,sibling,AC_Hotel_Bella_Sky_Copenhagen architect 3XN AC_Hotel_Bella_Sky_Copenhagen floorCount 23,"The AC Hotel Bella Sky in Copenhagen, which has 23 floors, was designed by the architects of the 3XN firm."
Id106,3,en,Building,mixed,Sri_Lanka capital Sri_Jayawardenepura_Kotte Adisham_Hall country Sri_Lanka Sri_Lanka language Tamil_language,Tamil is the language of Sri Lanka where Adisham Hall is located and the capital city is Sri Jayawardenepura Kotte.
Id157,3,en,Food,sibling,"Bakso country Indonesia Bakso ingredient Celery Bakso region ""Nationwide in Indonesia, also popular in neighboring Southeast Asian countries""","Bakso, which has celery in it, is a traditional dish throughout Indonesia and is popular in Southeast Asian countries too."
Id16,1,en,ComicsCharacter,,Auron_(comicsCharacter) creator Walt_Simonson,"The comic character, Auron, was created by Walt Simonson."
Id165,2,en,Airport,chain,Athens_International_Airport cityServed Athens Athens mayor Giorgos_Kaminis,"Athens International Airport serves the city of Athens, where the mayor is Giorgos Kaminis."
Id80,1,en,Building,,"Adisham_Hall address ""St. Benedict's Monastery, Adisham, Haputhale, Sri Lanka""","The address of Adisham Hall is St Benedict's Monastery, Adisham, Haputhale, Sri Lanka."
Id80,1,en,Food,,Baked_Alaska country United_States,Baked Alaska is from the United States.
Id168,3,en,Airport,chain,Al-Taqaddum_Air_Base cityServed Fallujah Fallujah country Iraq Iraq language Kurdish_languages,"The Al Taqaddum Air Base serves the city of Fallujah in Iraq, a country where the Kurdish languages are spoken."
Id74,3,en,SportsTeam,sibling,"A.F.C._Fylde fullName ""Association Football Club Fylde"" A.F.C._Fylde ground ""Warton, Fylde, Lancashire"" A.F.C._Fylde numberOfMembers 3180","The full name of AFC Fylde, the 3180 member strong club, is Association Football Club Fylde. Their ground is at Warton, Fylde, Lancashire."
Id9,4,en,SportsTeam,mixed,Azerbaijan_Premier_League champions Qarabağ_FK AZAL_PFK ground AZAL_Arena AZAL_PFK league Azerbaijan_Premier_League AZAL_Arena location Azerbaijan,AZAL PFK play their home matches at the AZAL Arena in Azerbaijan and they compete in the Azerbaijan Premier League where Qarabag FK are champions.
Id33,1,en,Food,,Arrabbiata_sauce ingredient Garlic,Garlic is an ingredient in arrabbiata sauce.
Id87,2,en,Building,sibling,Addis_Ababa_City_Hall buildingStartDate 1961 Addis_Ababa_City_Hall floorArea 140000.0 (square metres),The Addis Ababa City Hall was built in 1961 and has 140000 square metre floor area.
Id88,5,en,Airport,sibling,"Allama_Iqbal_International_Airport cityServed Lahore Allama_Iqbal_International_Airport location Punjab,_Pakistan Allama_Iqbal_International_Airport operatingOrganisation Pakistan_Civil_Aviation_Authority Allama_Iqbal_International_Airport runwayLength 2900.0 Allama_Iqbal_International_Airport runwayName ""18L/36R""","The Allama Iqbal International Airport's runway 18L/36R is 2900.0 long. It is located in Punjab, the capitalod Lahore city in Pakistan and managed by The Pakistan Civil Aviation Authority."
Id2,5,en,ComicsCharacter,sibling,"Bananaman broadcastedBy BBC Bananaman creator Steve_Bright Bananaman firstAired ""1983-10-03"" Bananaman lastAired ""1986-04-15"" Bananaman starring Bill_Oddie",Bananaman was shown by the BBC and aired between 3 October 1985 and 15 April 1986. It was created by Steve Bright and starred Bill Oddie.
Id20,7,en,Monument,mixed,"Turkey capital Ankara Atatürk_Monument_(İzmir) designer Pietro_Canonica Atatürk_Monument_(İzmir) inaugurationDate ""1932-07-27"" Turkey largestCity Istanbul Turkey leader Ahmet_Davutoğlu Atatürk_Monument_(İzmir) location Turkey Atatürk_Monument_(İzmir) material ""Bronze""","The largest city in Turkey is Istanbul, and the capital city is Ankara. The country is led by Ahmet Davutoglu and is the location of the bronze Ataturk monument which was designed by Pietro Canonica and inaugurated in Izmir on 27 July 1932."
Id41,2,en,Building,sibling,"250_Delaware_Avenue floorCount 12 250_Delaware_Avenue location Buffalo,_New_York","250 Delaware Avenue is in Buffalo, New York and has 12 floors."
Id12,6,en,University,sibling,Accademia_di_Architettura_di_Mendrisio academicStaffSize 100 Accademia_di_Architettura_di_Mendrisio city Mendrisio Accademia_di_Architettura_di_Mendrisio country Switzerland Accademia_di_Architettura_di_Mendrisio established 1996 Accademia_di_Architettura_di_Mendrisio location Ticino Accademia_di_Architettura_di_Mendrisio numberOfStudents 600,"The Accademia di Architettura di Mendrisio is located in Ticino, Mendrisio, Switzerland. It has 100 academic staff and 600 students. It was established in 1996."
Id34,4,en,Airport,mixed,"Afonso_Pena_International_Airport cityServed Curitiba São_José_dos_Pinhais isPartOf South_Region,_Brazil Afonso_Pena_International_Airport location São_José_dos_Pinhais Afonso_Pena_International_Airport operatingOrganisation Infraero","The location of Afonso Pena International airport is Sao Jose dos Pinhais, part of the south region of Brazil. Afonso Pena International Airport serves Curitiba and is operated by Infraero."
Id170,1,en,Airport,,"Ardmore_Airport_(New_Zealand) runwayName ""03R/21L""","Ardmore Airport (New Zealand)'s runway name is ""03R/21L""."
Id40,5,en,SportsTeam,mixed,Italy capital Rome A.S._Gubbio_1910 ground Italy Italy leader Pietro_Grasso Italy leader Sergio_Mattarella Italy officialLanguage Italian_language,"The ground of A.S. Gubbio 1910 is located in Italy, where Pietro Grasso and Sergio Mattarella are leaders. Italy's capital is Rome, and Italian is the official language."
Id92,1,en,Food,,Bakewell_pudding region Derbyshire_Dales,Bakewell pudding originates from the Derbyshire Dales.
Id15,4,en,SportsTeam,mixed,"Premier_Development_League champions K-W_United_FC Akron,_Ohio country United_States Akron_Summit_Assault ground Akron,_Ohio Akron_Summit_Assault league Premier_Development_League","The Akron Summit Assault team is based in Akron, Ohio, United States. They play in the Premier Development League, which has been won by K-W United FC."
Id1,2,en,Food,sibling,Ajoblanco country Spain Ajoblanco ingredient Garlic,"Ajoblanco, containing the ingredient garlic, is from Spain."
Id11,3,en,Building,sibling,Adare_Manor architect James_Pain Adare_Manor completionDate 1862 Adare_Manor owner J._P._McManus,James Pain was the architect of Adare Manor which was completed in 1862 and owed by J P McManus.
Id14,2,en,Food,sibling,Ajoblanco ingredient Water Ajoblanco region Andalusia,Ajoblanco contains water and is from the Andalusia region.
Id177,3,en,Building,mixed,New_York_City isPartOf Brooklyn New_York_City isPartOf New_Netherland Asser_Levy_Public_Baths location New_York_City,"Brooklyn is part of New York City where The Asser Levy Public Baths are located, and which is in New Netherland."
Id26,1,en,SportsTeam,,A.C._Lumezzane manager Michele_Marcolini,The manager of A.C. Lumezzane is Michele Marcolini.
Id136,4,en,SportsTeam,mixed,Peter_Stöger club SK_Vorwärts_Steyr Peter_Stöger club FK_Austria_Wien Peter_Stöger club First_Vienna_FC 1._FC_Köln manager Peter_Stöger,Peter Stoger is in the SK Vorwarts Steyr club and attached to the club First Vienna F.C. He is additionally at the FK Austria Wien club while managing FC Koln.
Id151,3,en,SportsTeam,mixed,A.S._Gubbio_1910 ground Italy Italy leader Pietro_Grasso Italy leader Sergio_Mattarella,The ground of A.S. Gubbio 1910 is located in Italy. The leader of Italy is Pietro Grasso and/or Sergio Mattarella.
Id113,3,en,SportsTeam,sibling,"AZAL_PFK fullName ""AZAL Peşəkar Futbol Klubu"" AZAL_PFK numberOfMembers 3500 AZAL_PFK season 2014–15_Azerbaijan_Premier_League","AZAL PFK's full name is AZAL Peşəkar Futbol Klubu. They played in the Azerbaijan PremierLeague, 2014–15 and have 3500 members."
Id54,1,en,Food,,Ayam_penyet ingredient Fried_chicken,Fried chicken is an ingredient in Ayam penyet.
Id121,2,en,Building,sibling,Amdavad_ni_Gufa location Gujarat Amdavad_ni_Gufa location Ahmedabad,Amdavad ni Gufa is in Gujarat Ahmedabad.
Id108,1,en,SportsTeam,,AZAL_PFK numberOfMembers 3500,There are 3500 members of AZAL PFK.
Id139,1,en,Airport,,Angola_International_Airport runwayLength 4000.0,The Angola International Airport is 4000 length.
Id155,2,en,Building,sibling,Asser_Levy_Public_Baths location New_York_City Asser_Levy_Public_Baths yearOfConstruction 1904,The Asser Levy Public Baths which was built in 1904 is located in New York City.
Id246,2,en,Food,chain,Celery genus Apium Bakso ingredient Celery,Celery is a member of the genus Apium and is an ingredient of Bakso.
Id109,3,en,SportsTeam,mixed,AFC_Ajax_(amateurs) ground Sportpark_De_Toekomst Sportpark_De_Toekomst tenant Ajax_Youth_Academy Sportpark_De_Toekomst tenant Jong_Ajax,"AFC Ajax (amateurs)'s ground is Sportpark De Toekomst, tenanted by Ajax Youth Academy (Jong Ajax)."
Id88,3,en,Building,sibling,"Adare_Manor architect Philip_Charles_Hardwick Adare_Manor buildingStartDate ""1700"" Adare_Manor completionDate 1862","The building of Adare Manor, started in 1700 and completed in 1862, was designed by the architect Philip Charles Hardwick."
Id41,1,en,Food,,"Asam_pedas alternativeName ""Asam padeh""",An alternative name for Asam pedas is Asam padeh.
Id8,3,en,Building,sibling,103_Colmore_Row completionDate 1976 103_Colmore_Row floorCount 23 103_Colmore_Row location Colmore_Row,"103 Colmore Row has 23 floors, and was completed in 1976."
Id214,3,en,Food,sibling,Bhajji country India Bhajji ingredient Gram_flour Bhajji region Karnataka,Gram flour is used to make Bhajji which come from the Karnataka region of India.
Id90,3,en,Food,sibling,Ayam_penyet country Indonesia Ayam_penyet ingredient Fried_chicken Ayam_penyet region Singapore,"Ayam penyet is from the Singapore region, Indonesia, and one if its ingredients is fried chicken."
Id89,2,en,SportsTeam,chain,Christian_Panucci club Chelsea_F.C. A.S._Livorno_Calcio manager Christian_Panucci,Christian Panucci is the manager of A.S. Livorno Calcio and has played for Chelsea FC.
Id57,1,en,Building,,AC_Hotel_Bella_Sky_Copenhagen location Denmark,"AC Hotel Bella Sky is in Copenhagen, Denmark."
Id12,1,en,Building,,108_St_Georges_Terrace location Perth,The 108 St. Georges Terrace is located in Perth.
Id177,1,en,Food,,Celery genus Apium,Celery is a member of the genus Apium.
Id28,6,en,Monument,mixed,"Turkey capital Ankara Turkey currency Turkish_lira Atatürk_Monument_(İzmir) inaugurationDate ""1932-07-27"" Turkey largestCity Istanbul Turkey leader Ahmet_Davutoğlu Atatürk_Monument_(İzmir) location Turkey","The leader of Turkey, where the currency is the Turkish lira, is Ahmet Davutoglu. While the capital city is Ankara, the largest city in the country is Istanbul. Turkey is the location of the Ataturk Monument (Izmir) which was inaugurated on 27 July 1932."
Id77,2,en,SportsTeam,chain,A.S._Gubbio_1910 ground Gubbio Gubbio leaderParty Left_Ecology_Freedom,The ground of A.S. Gubbio 1910 is in Gubbio where the Left Ecology Freedom are the leading party.
Id170,3,en,Food,sibling,Bandeja_paisa country Colombian_cuisine Bandeja_paisa ingredient Lemon Bandeja_paisa region Paisa_Region,"Lemon is one of the ingredients in Bandeja paisa, a traditional dish from the Paisa region of Colombia."
Id72,2,en,ComicsCharacter,chain,Ben_Urich creator Gene_Colan Gene_Colan nationality Americans,"Ben Urich was created by Gene Colan, an American."
Id24,2,en,Food,sibling,"Amatriciana_sauce dishVariation ""Onion, garlic, black pepper, chili"" Amatriciana_sauce dishVariation Onion","Onion is one variation of ingredients in Amatriciana sauce which has several variations including garlic, black pepper and chili."
Id3,4,en,ComicsCharacter,mixed,"Baymax creator Duncan_Rouleau Duncan_Rouleau nationality Americans Baymax series Big_Hero_6_(film) Big_Hero_6_(film) starring Damon_Wayans,_Jr.","Damon Wayans Jr starred in the film Big Hero 6 which also included the character of Baymax who was created by the American, Duncan Rouleau."
Id116,3,en,Airport,mixed,Ícolo_e_Bengo country Angola Ícolo_e_Bengo isPartOf Luanda_Province Angola_International_Airport location Ícolo_e_Bengo,"Angola International Airport is located in Icolo e Bengo, Angolo, Luanda Province."
Id171,3,en,Food,sibling,Bandeja_paisa country Colombian_cuisine Bandeja_paisa ingredient Hogao Bandeja_paisa region Antioquia_Department,"Bandeja paisa is a dish from the Antioquia Department region, Colombia and one of its ingredients is Hogao."
Id164,4,en,Food,mixed,Bandeja_paisa country Colombian_cuisine Lemon family Rutaceae Bandeja_paisa ingredient Lemon Bandeja_paisa region Antioquia_Department,"Lemons (part of the rutaceae family.) are an ingredient in Bandeja paisa, a dish from the Antioquia Department in Colombia."
Id264,2,en,Food,chain,Batchoy country Philippines Philippines language Philippine_Spanish,Batchoy comes from the Philippines which is where Phillippine Spanish is spoken.
Id30,4,en,SportsTeam,mixed,Michele_Marcolini club A.C._Chievo_Verona Michele_Marcolini club Atalanta_B.C. A.C._Lumezzane manager Michele_Marcolini Michele_Marcolini youthclub Torino_F.C.,Michele Marcolini is the manager of AC Lumezzane. Previously he played for Atalanta BC and youth football for Torino FC. His own club is AC Chievo Verona.
Id177,5,en,Airport,mixed,"Egg_Harbor_Township,_New_Jersey country United_States Egg_Harbor_Township,_New_Jersey isPartOf New_Jersey Egg_Harbor_Township,_New_Jersey isPartOf Atlantic_County,_New_Jersey Atlantic_City_International_Airport location Egg_Harbor_Township,_New_Jersey Atlantic_City_International_Airport runwayName ""4/22""","Egg Harbor Township, New Jersey (part of Atlantic county), in the United States, is where Atlantic City International Airport is located. It has the runway name 4/22."
Id167,4,en,Building,mixed,New_York_City country United_States New_York_City isPartOf Manhattan New_York_City isPartOf Brooklyn Asser_Levy_Public_Baths location New_York_City,"The Asser Levy Public Baths are located in New York City, United States. Manhattan and Brooklyn are both parts of New York City."
Id26,2,en,SportsTeam,chain,Rolando_Maran club Calcio_Catania A.C._Chievo_Verona manager Rolando_Maran,Rolando Maran is a member of the Calcio Catania and is manager of A C Chievo Verona.
Id50,1,en,SportsTeam,,A.F.C._Fylde ground Lancashire,The ground of AFC Fylde can be found in the county of Lancashire.
Id18,5,en,SportsTeam,mixed,Stuart_Parker_(footballer) club KV_Mechelen Stuart_Parker_(footballer) club Drogheda_United_F.C. A.F.C._Blackpool ground Blackpool Blackpool leader Labour_Party_(UK) A.F.C._Blackpool manager Stuart_Parker_(footballer),"AFC Blackpool have their ground in Blackpool where the leader of the council is Labour. Stuart Parker, who has played at Drogheda United FC and KV Mechelen, has been manager of AFC Blackpool."
Id170,2,en,SportsTeam,chain,Serie_A champions Juventus_F.C. A.S._Roma league Serie_A,Juventus FC have been Serie A champions and AS Roma play in the same league.
